Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
50,Postgraduate,Alone,33955,270,144.16666666666666,Has child,1 child,100,2,128,23,7,10,"[33955.0,144.16666666666666,270.0]","[1.5773713226547839,21.360268618147817,0.4478166764887662]","[0.07362942152021598,0.9970665748022163,0.02090343748704614]","[0.009920426658240456,0.9894429665822182,3.488548849378112e-20,0.0006366067595413283]",1,Cluster 1
48,Postgraduate,In couple,31353,31,139.43333333333334,Has child,2 children,10,0,10,3,1,7,"[31353.0,139.43333333333334,31.0]","[1.4564960412073462,20.658960376812097,0.05141598878204352]","[0.07032712225165141,0.9975208932306701,0.0024826284634230245]","[3.990376401853387e-05,2.6517764061127307e-06,1.517691197129391e-22,0.9999574444595754]",3,Cluster 3
41,Postgraduate,In couple,55434,882,142.26666666666668,Has child,1 child,238,115,215,169,69,76,"[55434.0,142.26666666666668,882.0]","[2.5751730790765803,21.078757563527144,1.462867809863303]","[0.12098076672870117,0.9902729538623324,0.06872503859952601]","[0.0028039051816401484,0.2387299841341352,0.7584661106842248,2.0482084059872292e-20]",2,Cluster 2
42,Postgraduate,In couple,28359,16,141.53333333333333,Has child,1 child,6,0,5,2,1,2,"[28359.0,141.53333333333333,16.0]","[1.3174104944534535,20.970104174024424,0.026537284532667627]","[0.06269961043283322,0.9980316446414312,0.0012629908514838377]","[7.652470538604623e-05,3.453492862983274e-10,2.4457471682251023e-22,0.9999234749492646]",3,Cluster 3
38,Postgraduate,Alone,57100,311,134.76666666666668,Has child,1 child,158,11,99,15,11,17,"[57100.0,134.76666666666668,311.0]","[2.6525667066290137,19.967529716340263,0.515818468103727]","[0.13164395838863815,0.9909664644936781,0.025599501336361744]","[8.864159203818452e-05,0.9999113580001069,4.078548402136204e-10,1.968003901224563e-21]",1,Cluster 1
60,Postgraduate,In couple,69139,227,138.46666666666667,Has child,1 child,86,12,75,33,15,6,"[69139.0,138.46666666666667,227.0]","[3.2118355434259787,20.51573545428579,0.37649772430722195]","[0.15464535100652474,0.9878037239418664,0.018127834361824934]","[0.08587729195493571,0.9141227003376836,7.707380576222043e-09,3.994024157002126e-18]",1,Cluster 1
69,Postgraduate,In couple,52973,1152,153.3,Has child,1 child,856,0,76,12,9,199,"[52973.0,153.3,1152.0]","[2.4608479185684544,22.713497196499844,1.9106844863520691]","[0.10733792502635767,0.990723417228705,0.0833407487710127]","[0.049165097585635704,1.4273940017139427e-05,0.9508206284743472,2.028181893258279e-19]",2,Cluster 2
60,Postgraduate,In couple,51717,122,143.8,Has child,1 child,98,1,17,0,1,5,"[51717.0,143.8,122.0]","[2.4025007419743027,21.30594192339646,0.20234679456159066]","[0.11204688136380206,0.9936581102044022,0.009436969940727985]","[0.00010434114161487659,0.9998956588583852,1.5002877743834204e-21,2.5782082057858327e-20]",1,Cluster 1
54,Postgraduate,In couple,18793,77,151.13333333333333,Has child,1 child,4,16,20,0,17,20,"[18793.0,151.13333333333333,77.0]","[0.8730242752658328,22.39247581842363,0.12771068181346296]","[0.03895716427215187,0.9992246305555377,0.005698863309614902]","[0.0001387140194991491,3.2224017534205654e-22,3.2224017534179605e-22,0.9998612859805008]",3,Cluster 3
43,Undergraduate,In couple,66664,1289,154.76666666666668,No child,No child,398,96,447,220,96,32,"[66664.0,154.76666666666668,1289.0]","[3.0968600162997646,22.930803975505277,2.1379099851630357]","[0.1332697375511015,0.9868002465615919,0.09200244800570218]","[0.000851301853629431,6.438364150840563e-17,0.9991486981463705,4.658960572620911e-21]",2,Cluster 2
66,Postgraduate,Alone,50664,561,151.0,Has child,2 children,313,8,104,6,4,126,"[50664.0,151.0,561.0]","[2.353583881342423,22.372720656695865,0.9304635389266587]","[0.10453212881096084,0.9936625314596653,0.04132562908678126]","[0.0002979363949640447,0.9997020634164855,1.8855048220221145e-10,2.216390391223347e-21]",1,Cluster 1
62,Postgraduate,In couple,54414,211,150.76666666666668,Has child,2 children,109,18,16,24,26,18,"[54414.0,150.76666666666668,211.0]","[2.52778922547305,22.338149123672274,0.3499604397745543]","[0.1124289329692436,0.9935378492691869,0.015565253000054716]","[0.00011414433747990235,0.9998858556625201,1.6366845521908859e-21,1.552644773455794e-21]",1,Cluster 1
73,Postgraduate,In couple,54549,233,137.3,Has child,1 child,216,2,6,0,0,9,"[54549.0,137.3,233.0]","[2.5340606178617526,20.34287778916783,0.3864492060069723]","[0.12359014644122142,0.9921543420380347,0.018847739326297797]","[9.555615814527748e-05,0.9999044438418541,5.751861658212373e-16,1.8197607800979755e-21]",1,Cluster 1
54,Postgraduate,Alone,47111,1092,155.33333333333334,Has child,1 child,595,71,153,120,112,41,"[47111.0,155.33333333333334,1092.0]","[2.1885301246234583,23.014763412848286,1.8111696693545656]","[0.09437622202460852,0.9924681398061689,0.0781032661675847]","[0.9879210529188001,0.0031752062821895485,0.008903740799010372,3.375347558547062e-18]",0,Cluster 0
62,Postgraduate,Alone,41003,601,149.0,No child,No child,123,133,142,71,44,88,"[41003.0,149.0,601.0]","[1.904784460103493,22.076393230779363,0.9968067502583278]","[0.08587527840703031,0.9952918320287281,0.04494002286840899]","[0.001218782777895238,0.9987812172221048,3.794340070238563e-18,4.900736192899392e-21]",1,Cluster 1
43,Postgraduate,In couple,19444,54,137.6,Has child,1 child,16,0,23,3,2,10,"[19444.0,137.6,54.0]","[0.9032663230069097,20.387326903055303,0.08956333529775323]","[0.044261437649788626,0.9990103423334845,0.0043887410390681565]","[6.36843173018235e-05,1.5166234105678474e-22,1.516568833902073e-22,0.9999363156826983]",3,Cluster 3
49,Undergraduate,In couple,36301,78,141.6,Has child,1 child,11,12,35,3,5,12,"[36301.0,141.6,78.0]","[1.686354185942904,20.979981754888307,0.12936926209675467]","[0.08011928216798728,0.996766333022304,0.006146379272038123]","[3.474824411227561e-05,0.004936371901812022,1.6992762147881646e-22,0.9950288798540757]",3,Cluster 3
78,Postgraduate,In couple,73059,1095,143.43333333333334,Has child,1 child,410,112,420,0,82,71,"[73059.0,143.43333333333334,1095.0]","[3.3939381964905273,21.2516152286451,1.8161454102044408]","[0.1571455722406437,0.9839888185343783,0.08409086825856465]","[0.0004883927142158979,4.510884879880686e-21,0.999511607285784,4.490839770379115e-21]",2,Cluster 2
56,Postgraduate,In couple,42731,244,141.73333333333332,Has child,1 child,159,2,51,6,2,24,"[42731.0,141.73333333333332,244.0]","[1.9850582826788858,20.999736916616072,0.4046935891231813]","[0.0940909364016033,0.9953787895865797,0.019182307687680897]","[0.00017813566483487883,0.999821833267022,1.221353717258728e-21,3.1068142924928985e-08]",1,Cluster 1
66,Postgraduate,In couple,52854,116,136.6,Has child,2 children,105,0,10,0,1,0,"[52854.0,136.6,116.0]","[2.455319802314709,20.239163190097052,0.1923953128618403]","[0.12042693238111774,0.9926773427422633,0.009436480457907815]","[9.999921113851172e-05,0.9999000007888615,1.9303453997431026e-21,1.929531809420725e-21]",1,Cluster 1
47,Postgraduate,In couple,22775,15,145.86666666666667,Has child,1 child,5,1,8,0,0,1,"[22775.0,145.86666666666667,15.0]","[1.0580071233533412,21.612146930176845,0.0248787042493759]","[0.048895694347954946,0.9988032284241072,0.0011497668511863052]","[8.954131730423955e-05,3.9751263906766444e-22,2.291276041918439e-22,0.9999104586826957]",3,Cluster 3
77,Postgraduate,In couple,46681,425,142.16666666666666,Has child,2 children,269,15,69,15,19,38,"[46681.0,142.16666666666666,425.0]","[2.1685545784964795,21.063941192231315,0.7048966203989838]","[0.10235305599867596,0.9941916029137051,0.033270236302282555]","[0.0002622710085966672,0.9997377289913997,3.698236454942239e-15,2.0250955395897503e-21]",1,Cluster 1
70,Postgraduate,In couple,59821,734,148.13333333333333,Has child,1 child,629,0,70,0,0,35,"[59821.0,148.13333333333333,734.0]","[2.7789701043301966,21.947984679548878,1.2173979279361273]","[0.12542354125980582,0.9905806319166859,0.05494494489385711]","[0.0002883120190234083,0.9813073009454988,0.018404387035477966,3.1288260141830486e-21]",1,Cluster 1
71,Postgraduate,Alone,50002,638,145.93333333333334,Has child,1 child,443,5,71,21,16,82,"[50002.0,145.93333333333334,638.0]","[2.322830831258563,21.622024511040728,1.0581742207401217]","[0.1066880903436616,0.9931039632347634,0.04860215618908715]","[0.00032678796524815846,0.9996729426250865,2.6940966529643536e-07,2.334847982781381e-21]",1,Cluster 1
80,Postgraduate,In couple,69755,894,142.36666666666667,No child,No child,217,77,373,111,23,93,"[69755.0,142.36666666666667,894.0]","[3.240451674621836,21.093573934822967,1.4827707732628037]","[0.15147623806457158,0.9860277355800301,0.06931272587860979]","[0.0002978323860608417,1.4788936340783583e-08,0.9997021528250029,3.9228607625223785e-21]",2,Cluster 2
56,Postgraduate,In couple,44078,41,133.7,Has child,2 children,24,1,10,2,0,4,"[44078.0,133.7,41.0]","[2.047632842290607,19.809488422518125,0.0680017916149608]","[0.10281783950101961,0.9946943412693657,0.0034145756756994426]","[0.00018180080638079151,0.99981816609245,1.9997054387784256e-21,3.310116912508999e-08]",1,Cluster 1
49,Postgraduate,In couple,30560,31,145.6,Has child,1 child,9,1,5,4,5,7,"[30560.0,145.6,31.0]","[1.4196574177685228,21.57263660672131,0.05141598878204352]","[0.06566602464930879,0.9978388232523008,0.0023782382597889273]","[5.0357418641799543e-05,2.504256403263871e-08,1.7025936229268514e-22,0.9999496175387942]",3,Cluster 3
56,Postgraduate,In couple,35924,34,136.63333333333333,Has child,2 children,8,0,14,2,3,7,"[35924.0,136.63333333333333,34.0]","[1.6688407420129716,20.244101980528995,0.056391729631918706]","[0.08215689789360703,0.9966155412504669,0.002776160394924867]","[5.68866349109367e-05,0.0065971396860943715,3.0694196257368977e-22,0.9933459736789947]",3,Cluster 3
61,Postgraduate,Alone,64140,1750,142.66666666666666,Has child,2 children,1459,0,61,0,15,215,"[64140.0,142.66666666666666,1750.0]","[2.979608206010244,21.13802304871044,2.9025154957605217]","[0.13830715172678892,0.9811826115612144,0.13472867011567302]","[0.006774337589465966,1.8596448266785152e-20,0.9932256624105341,1.8596448266785152e-20]",2,Cluster 2
44,Postgraduate,In couple,56386,612,153.7,Has child,2 children,230,48,214,13,32,75,"[56386.0,153.7,612.0]","[2.619398009106542,22.77276268168314,1.0150511333745367]","[0.11415798858658643,0.992477192569663,0.04423772000120613]","[0.00022365329438359273,0.9997749279649994,1.4187406169141908e-06,2.1475488422702697e-21]",1,Cluster 1
46,Undergraduate,In couple,24594,29,140.06666666666666,Has child,1 child,1,3,6,10,0,9,"[24594.0,140.06666666666666,29.0]","[1.142508328946304,20.752797395018987,0.04809882821546008]","[0.054969833153755684,0.9984853338705979,0.0023141928114725012]","[6.55220344734594e-05,1.1177066899676385e-15,1.788501257694217e-22,0.9999344779655254]",3,Cluster 3
44,Undergraduate,In couple,75774,823,135.3,Has child,1 child,340,21,134,258,14,56,"[75774.0,135.3,823.0]","[3.5200628656411013,20.04655036325133,1.365011573149091]","[0.17256075094051287,0.9827232968520964,0.06691568619533682]","[0.0004935941244101861,8.916609669102383e-21,0.9995064058755898,8.91478996497752e-21]",2,Cluster 2
65,Postgraduate,Alone,39228,20,147.2,No child,No child,7,1,6,0,3,3,"[39228.0,147.2,20.0]","[1.8223272638816628,21.80969854745451,0.03317160566583453]","[0.08326556798618799,0.996526240458676,0.0015156731952175439]","[0.0001060719447731887,0.01226777647498185,6.0088448495897245e-22,0.9876261515802449]",3,Cluster 3
51,Postgraduate,In couple,58494,396,140.0,Has child,1 child,298,7,68,4,0,19,"[58494.0,140.0,396.0]","[2.717324639887172,20.742919814155105,0.6567977921835237]","[0.12982635118452465,0.9910400667094205,0.03138000501433613]","[9.628959799620018e-05,0.9999036383626575,7.203934638288807e-08,1.8414684751004696e-21]",1,Cluster 1
44,Postgraduate,Alone,58684,813,133.8,No child,No child,479,35,179,28,7,85,"[58684.0,133.8,813.0]","[2.7261510439897902,19.824304793813955,1.3484257703161737]","[0.13592525427763077,0.9884352064487107,0.06723219394201053]","[0.0005329861396314559,0.005770818588974848,0.9936961952713937,5.609046153424778e-21]",2,Cluster 2
58,Postgraduate,Alone,57136,1179,146.93333333333334,No child,No child,267,140,599,34,12,127,"[57136.0,146.93333333333334,1179.0]","[2.6542390779326674,21.77018822399898,1.9554661540009457]","[0.12054641146036298,0.9887270853022619,0.0888105482120369]","[0.0020475272306935363,8.423187233098191e-11,0.9979524726850747,9.794158772577947e-21]",2,Cluster 2
75,Postgraduate,Alone,56551,138,135.13333333333333,Has child,2 children,67,4,32,17,2,16,"[56551.0,135.13333333333333,138.0]","[2.6270630442482896,20.02185641109162,0.22888407909425829]","[0.13008633112330983,0.9914378904987042,0.011333831583181242]","[0.00011954272723925101,0.9998804572727608,1.0648364643395402e-19,3.110561360436493e-21]",1,Cluster 1
43,Postgraduate,In couple,22448,55,137.46666666666667,Has child,1 child,3,1,8,23,2,18,"[22448.0,137.46666666666667,55.0]","[1.0428164173451506,20.367571741327538,0.09122191558104496]","[0.051132352062659044,0.9986818692309958,0.004472878471931783]","[5.317226903917608e-05,1.4166105886235743e-18,1.3433382235716588e-22,0.9999468277309609]",3,Cluster 3
64,Postgraduate,Alone,82014,1511,155.96666666666667,No child,No child,980,37,265,35,163,31,"[82014.0,155.96666666666667,1511.0]","[3.8099405582744645,23.108600431055176,2.506114808053799]","[0.16175158180481436,0.9810790000123982,0.1063974695108533]","[0.0011265447431565653,5.583614188634628e-21,0.9988734552568435,5.583614188634628e-21]",2,Cluster 2
62,Postgraduate,Alone,34213,117,155.36666666666667,Has child,2 children,50,4,28,6,3,26,"[34213.0,155.36666666666667,117.0]","[1.589356650330971,23.01970220328023,0.19405389314513202]","[0.06887690565243194,0.9975897206408887,0.008409586159821987]","[6.152030113040702e-05,1.9763704455469446e-05,2.1237350879313957e-22,0.9999187159944142]",3,Cluster 3
48,Postgraduate,In couple,157146,1730,147.56666666666666,No child,No child,1,0,1725,2,1,1,"[157146.0,147.56666666666666,1730.0]","[7.300179469000402,21.86402524220587,2.869343890094687]","[0.31427737636899866,0.9412602141035997,0.12352708224621937]","[0.9999999999999997,1.2178514422411442e-16,1.2178514422411442e-16,1.2178514422411442e-16]",0,Cluster 0
78,Postgraduate,Alone,25358,32,144.76666666666668,Has child,1 child,19,0,5,0,0,8,"[25358.0,144.76666666666668,32.0]","[1.1779997643905171,21.449166845922772,0.05307456906533525]","[0.054837729208933074,0.9984922228422533,0.0024707040988174753]","[6.35282469343981e-05,9.609839701484748e-16,1.7275004643672453e-22,0.9999364717530645]",3,Cluster 3
47,Postgraduate,Alone,35544,67,137.13333333333333,Has child,1 child,30,5,23,4,1,4,"[35544.0,137.13333333333333,67.0]","[1.6511879338077349,20.31818383700812,0.11112487898054568]","[0.08099827858860245,0.9966993345507659,0.005451180765979995]","[3.632409021532544e-05,0.006040603594803131,1.8390273491743396e-22,0.9939230723149814]",3,Cluster 3
71,Postgraduate,In couple,36634,335,146.6,Has child,1 child,213,9,76,4,3,30,"[36634.0,146.6,335.0]","[1.7018236205017037,21.72080031967956,0.5556243949027284]","[0.07808518006813145,0.996620674289441,0.0254938469554417]","[0.0016164138573192333,0.9983835811284141,6.212435613234794e-21,5.014266622404949e-09]",1,Cluster 1
71,Postgraduate,In couple,62670,825,138.26666666666668,Has child,1 child,539,30,92,80,46,38,"[62670.0,138.26666666666668,825.0]","[2.9113197111110383,20.48610271169414,1.3683287337156744]","[0.1403916492547483,0.9878948490337129,0.06598448357143626]","[0.00042392978366662793,0.0016013012739668363,0.9979747689423665,5.033523307090649e-21]",2,Cluster 2
53,Undergraduate,In couple,50334,694,144.7,Has child,1 child,284,16,160,84,16,134,"[50334.0,144.7,694.0]","[2.3382538110589275,21.439289265058882,1.1510547166044582]","[0.10826693963926898,0.9926921644651435,0.05329668273594021]","[0.00039104428360956965,0.999596964431667,1.1991284723290966e-05,2.7183379769472436e-21]",1,Cluster 1
44,Postgraduate,Alone,72066,1792,133.56666666666666,No child,No child,1003,34,536,134,51,34,"[72066.0,133.56666666666666,1792.0]","[3.347808621364737,19.78973326079036,2.972175867658774]","[0.16499974527840114,0.9753547219873069,0.14648634869886717]","[0.019184147894107755,4.840429269092e-20,0.9808158521058923,4.840429269092e-20]",2,Cluster 2
67,Postgraduate,Alone,50729,496,147.46666666666667,Has child,2 children,239,13,143,45,4,52,"[50729.0,147.46666666666667,496.0]","[2.3566034406406873,21.849208870910047,0.8226558205126964]","[0.107160605169549,0.9935377351592308,0.03740820116447996]","[0.00026656210175739827,0.9997334378534619,4.478068681732789e-11,2.2793907577700592e-21]",1,Cluster 1
57,Postgraduate,In couple,34916,231,147.03333333333333,Has child,2 children,51,23,82,33,0,42,"[34916.0,147.03333333333333,231.0]","[1.6220143455106593,21.785004595294804,0.38313204544038887]","[0.07423860328820009,0.9970863194015313,0.017535719093465168]","[0.009219753417811585,0.8936087143785607,3.396325416568373e-20,0.0971715322036276]",1,Cluster 1
49,Postgraduate,Alone,64892,902,134.4,Has child,1 child,527,24,230,32,24,65,"[64892.0,134.4,902.0]","[3.014542184353239,19.913203021588902,1.4960394155291374]","[0.14926745940003158,0.986018122080891,0.07407758427711404]","[0.0003250810294515112,5.821230567945291e-10,0.9996749183884255,3.622549005605315e-21]",2,Cluster 2
59,Postgraduate,Alone,43602,68,139.03333333333333,Has child,2 children,19,5,12,10,3,19,"[43602.0,139.03333333333333,68.0]","[2.025520377275626,20.599694891628797,0.11278345926383741]","[0.09785432241393753,0.9951858338080235,0.00544864870755183]","[0.00020160150229676715,0.9996193116585931,1.8165813672992416e-21,0.00017908683911025772]",1,Cluster 1
36,Postgraduate,Alone,33996,71,143.06666666666666,No child,No child,40,2,15,8,0,6,"[33996.0,143.06666666666666,71.0]","[1.579275967750612,21.19728853389374,0.11775920011371259]","[0.0742966176811881,0.9972207987965979,0.0055399502353933264]","[2.7085567582476013e-05,0.0001574251817157491,1.1165483994303814e-22,0.9998154892507018]",3,Cluster 3
40,Undergraduate,Alone,41473,76,145.86666666666667,Has child,1 child,21,8,20,15,3,9,"[41473.0,145.86666666666667,76.0]","[1.9266181965678648,21.612146930176845,0.1260521015301712]","[0.08879154236919622,0.9960332894491561,0.0058093298058124986]","[0.00023537503544396066,0.3819710311418469,1.5375210305262713e-21,0.6177935938227092]",3,Cluster 3
58,Postgraduate,In couple,63246,772,143.8,Has child,2 children,593,30,91,29,22,7,"[63246.0,143.8,772.0]","[2.9380776519695027,21.30594192339646,1.280423978701213]","[0.13636524898219896,0.9888745020869814,0.05942842747581035]","[0.0007356723735853714,0.26630655154972677,0.7329577760766878,9.427897446017557e-21]",2,Cluster 2
66,Postgraduate,In couple,36732,47,139.43333333333334,Has child,2 children,21,5,3,10,1,7,"[36732.0,139.43333333333334,47.0]","[1.7063761868283174,20.658960376812097,0.07795327331471115]","[0.08231648721498136,0.9965991443502008,0.003760507018152605]","[4.824544695030987e-05,0.008123532975766677,2.5911130527744272e-22,0.991828221577283]",3,Cluster 3
55,Postgraduate,In couple,69084,1586,140.76666666666668,Has child,1 child,1181,107,199,39,30,30,"[69084.0,140.76666666666668,1586.0]","[3.2092805317120625,20.856511994089768,2.6305083293006786]","[0.1509162790799387,0.9807765801810382,0.12369954113517873]","[0.0017653968314096768,5.637611800645865e-21,0.9982346031685903,5.637611800645865e-21]",2,Cluster 2
58,Postgraduate,In couple,77766,1529,149.76666666666668,Has child,1 child,1004,59,265,115,59,27,"[77766.0,149.76666666666668,1529.0]","[3.61260074444329,22.189985410714023,2.53596925315305]","[0.15967501177756638,0.9807854320048314,0.11208847835942089]","[0.0012675011816476378,5.35889397138618e-21,0.9987324988183522,5.35889397138618e-21]",2,Cluster 2
40,Postgraduate,Alone,37929,265,144.5,No child,No child,202,2,46,3,2,10,"[37929.0,144.5,265.0]","[1.7619825326748135,21.409656522467234,0.43952377507230755]","[0.08200403603926293,0.9964220487426743,0.020455777978926393]","[0.0006494325856641735,0.9993242475680861,2.945431645723639e-21,2.6319846249524154e-05]",1,Cluster 1
74,Postgraduate,In couple,86610,1603,143.26666666666668,No child,No child,446,107,768,33,196,53,"[86610.0,143.26666666666668,1603.0]","[4.023446628040961,21.226921276485395,2.658704194116638]","[0.18483441404426856,0.9751503918950585,0.12213907061962524]","[0.0026907971716546644,9.166749796594325e-21,0.9973092028283453,9.166749796594325e-21]",2,Cluster 2
39,Postgraduate,In couple,80141,2091,151.16666666666666,No child,No child,1184,102,673,52,40,40,"[80141.0,151.16666666666666,2091.0]","[3.7229307957260205,22.397414608855573,3.4680913723630002]","[0.16209161044795561,0.9751545766007144,0.15099623027436718]","[0.06048660784681096,1.5508963292608063e-19,0.9395133921531891,1.5508963292608063e-19]",2,Cluster 2
70,Undergraduate,In couple,72635,981,146.4,No child,No child,390,22,323,104,35,107,"[72635.0,146.4,981.0]","[3.374241378914158,21.691167577087914,1.6270672579091838]","[0.15328918214774248,0.9854130052757039,0.07391641001822173]","[0.0003186322712802389,4.8268384968370035e-12,0.9996813677238929,3.777900646460306e-21]",2,Cluster 2
55,Postgraduate,In couple,69016,1533,152.83333333333334,Has child,1 child,726,53,363,123,107,161,"[69016.0,152.83333333333334,1533.0]","[3.206121608138494,22.64435413045266,2.542603574286217]","[0.13932933701459757,0.9840621266863208,0.11049464542985041]","[0.0015029124504431718,5.816016588580408e-21,0.9984970875495568,5.816016588580408e-21]",2,Cluster 2
34,Undergraduate,In couple,20193,82,152.63333333333333,No child,No child,8,8,22,24,11,9,"[20193.0,152.63333333333333,82.0]","[0.9380609370746003,22.614721387861007,0.1360035832299216]","[0.041443713948415506,0.9991227724975513,0.006008664657669401]","[9.774994727128741e-05,2.2646494964579816e-22,2.2646494599427195e-22,0.9999022500527287]",3,Cluster 3
50,Postgraduate,In couple,27573,244,148.73333333333332,Has child,1 child,50,15,110,39,15,15,"[27573.0,148.73333333333332,244.0]","[1.2808970543236742,22.03688290732383,0.4046935891231813]","[0.05801745662140401,0.9981472701736303,0.018330351118116792]","[0.3431883402299475,1.7085145068877853e-05,8.517055380825447e-19,0.6567945746249836]",3,Cluster 3
46,Undergraduate,Alone,15862,36,145.6,Has child,1 child,1,1,4,11,9,10,"[15862.0,145.6,36.0]","[0.7368653782933348,21.57263660672131,0.05970889019850216]","[0.03413736990144664,0.9994133220084217,0.0027661829842407283]","[0.0005554545003163868,1.3658166011468017e-21,1.3658166011468017e-21,0.9994445454996836]",3,Cluster 3
49,Postgraduate,In couple,49544,404,150.1,Has child,1 child,308,0,73,0,0,23,"[49544.0,150.1,404.0]","[2.301554551895409,22.23937331503344,0.6700664344498576]","[0.10289409562454851,0.9942411326390634,0.02995622229518941]","[0.00023626882789642224,0.9997637311721035,7.967818081459703e-17,1.9368110303958417e-21]",1,Cluster 1
45,Postgraduate,In couple,33228,71,138.6,Has child,1 child,22,2,31,7,4,5,"[33228.0,138.6,71.0]","[1.5435987132726596,20.535490616013554,0.11775920011371259]","[0.07495468214124405,0.9971705460121797,0.005718198219417248]","[2.719754343361218e-05,0.00025435899411710016,1.1409266239190538e-22,0.9997184434624493]",3,Cluster 3
47,Postgraduate,In couple,70440,1572,142.16666666666666,No child,No child,690,117,499,76,102,88,"[70440.0,142.16666666666666,1572.0]","[3.2722731841496975,21.063941192231315,2.6072882053345943]","[0.1523726768298909,0.9808377612218515,0.12140779841921043]","[0.0016145163964325284,5.3992090002296785e-21,0.9983854836035675,5.3992090002296785e-21]",2,Cluster 2
54,Postgraduate,In couple,38232,122,138.8,Has child,2 children,43,5,28,7,6,33,"[38232.0,138.8,122.0]","[1.7760583244805683,20.565123358605206,0.20234679456159066]","[0.08603822753127917,0.9962436133700615,0.009802358014231764]","[0.0002408056866391093,0.4036726724857344,1.3781023199353845e-21,0.5960865218276266]",3,Cluster 3
70,Postgraduate,In couple,22554,41,153.46666666666667,Has child,2 children,27,0,10,0,0,4,"[22554.0,153.46666666666667,41.0]","[1.0477406217392429,22.73819114865955,0.0680017916149608]","[0.04602940570923102,0.9989356179951335,0.002987458909442394]","[6.328174132520434e-05,1.5500179618667167e-22,1.5473667466164816e-22,0.9999367182586747]",3,Cluster 3
42,Postgraduate,In couple,23536,10,134.2,Has child,1 child,6,0,3,0,0,1,"[23536.0,134.2,10.0]","[1.0933591945222498,19.88357027899725,0.016585802832917267]","[0.05490510764117013,0.9984912295324362,0.0008328875765794966]","[9.891210136089426e-05,3.1936442313707556e-16,2.742610865388326e-22,0.9999010878986387]",3,Cluster 3
73,Postgraduate,In couple,49413,304,141.6,Has child,1 child,205,7,41,3,2,46,"[49413.0,141.6,304.0]","[2.2954689785404456,20.979981754888307,0.5042084061206848]","[0.10873224997388521,0.9937841207815182,0.023883448204169475]","[0.00017526361467219275,0.9998247363853279,5.470472787916753e-18,1.8911319590972477e-21]",1,Cluster 1
56,Postgraduate,In couple,42231,37,136.56666666666666,Has child,2 children,24,0,8,0,1,4,"[42231.0,136.56666666666666,37.0]","[1.961830903461469,20.234224399665113,0.06136747048179389]","[0.09650310281007977,0.9953281060451284,0.0030186859135769573]","[0.0003116535065871397,0.9985871617766066,2.7424927369456294e-21,0.0011011847168063524]",1,Cluster 1
45,Postgraduate,Alone,78789,1754,156.36666666666667,No child,No child,667,50,850,21,83,83,"[78789.0,156.36666666666667,1754.0]","[3.660123962322125,23.16786591623848,2.9091498168936885]","[0.15486082525692865,0.980238612725653,0.12308690800580871]","[0.0016276704060594665,5.312146550458412e-21,0.9983723295939406,5.312146550458412e-21]",2,Cluster 2
57,Postgraduate,In couple,56534,815,144.73333333333332,Has child,1 child,691,7,61,10,0,46,"[56534.0,144.73333333333332,815.0]","[2.6262733133548974,21.444228055490825,1.3517429308827573]","[0.12132444334080325,0.9906467154334908,0.06244569359756297]","[0.00100934726139605,0.8772472793158367,0.12174337342276728,8.460027826594696e-21]",1,Cluster 1
54,Postgraduate,Alone,58350,1001,151.4,Has child,1 child,493,26,206,116,80,80,"[58350.0,151.4,1001.0]","[2.710635154672556,22.431986141879165,1.6602388635750185]","[0.11964272789174027,0.9901089083928534,0.07328005993266665]","[0.003193349510298599,0.021008677551346056,0.9757979729383554,2.0592694037985764e-20]",2,Cluster 2
36,Postgraduate,Alone,81217,1157,144.86666666666667,No child,No child,493,70,324,146,40,84,"[81217.0,144.86666666666667,1157.0]","[3.772916115801902,21.463983217218594,1.9189773877685277]","[0.17245736767690675,0.9811037223964558,0.08771511975577759]","[0.0006162120738707526,5.6800609332299385e-21,0.9993837879261294,5.6800609332299385e-21]",2,Cluster 2
74,Postgraduate,Alone,49090,688,144.86666666666667,Has child,1 child,494,5,82,7,0,100,"[49090.0,144.86666666666667,688.0]","[2.280464091565994,21.463983217218594,1.1411032349047079]","[0.10550411534383519,0.9930165396871105,0.05279236264226254]","[0.0004337660972498946,0.9995645007899269,1.733112823199778e-06,2.8055573392755176e-21]",1,Cluster 1
38,Postgraduate,Alone,61787,1319,145.3,No child,No child,621,73,414,78,48,85,"[61787.0,145.3,1319.0]","[2.87030015941308,21.528187492833837,2.1876673936617874]","[0.13149269275680966,0.986238088836338,0.10022027679073163]","[0.001265322627313872,5.618559573003425e-21,0.9987346773726862,5.618543268155535e-21]",2,Cluster 2
40,Postgraduate,In couple,18169,21,149.86666666666667,Has child,1 child,9,0,5,0,0,7,"[18169.0,149.86666666666667,21.0]","[0.8440365060024965,22.20480178200985,0.03483018594912626]","[0.03798396296389905,0.9992771195445034,0.0015674541133098997]","[0.0002168365373167347,5.302484640862377e-22,5.302484640862377e-22,0.9997831634626833]",3,Cluster 3
